1305031102.375329,-0.0003794174,0.02046393,0.06093189,-0.01462859,-0.01631575,0.003057083,0.9997552
1305031102.411258,0.001253758,0.02267802,0.06903887,-0.01605284,-0.02025118,0.002038754,0.9996639
1305031102.4432709,-0.002830773,0.03170862,0.07573619,-0.01753363,-0.0218113,0.001103063,0.9996077
1305031102.475318,-0.001815142,0.03288765,0.08925012,-0.02432274,-0.02461951,0.001272209,0.9994002
1305031102.511219,-0.0009325743,0.03310753,0.1001802,-0.02924087,-0.02414745,0.0002767187,0.9992806
1305031102.54322,-0.0004129034,0.03577987,0.1111911,-0.03218015,-0.02347073,-0.001653392,0.9992051
1305031102.5752859,9.251889e-06,0.03128833,0.1220631,-0.03522914,-0.02242093,-0.003743473,0.9991207
1305031102.611233,6.16386e-06,0.02949318,0.1337692,-0.03286124,-0.02013135,-0.002606272,0.9992538
1305031102.643265,-0.004338143,0.03991593,0.141021,-0.02665764,-0.01784724,-0.001171291,0.9994847
1305031102.6752851,-0.003723301,0.04190876,0.1509542,-0.02778841,-0.01979108,-0.0008365336,0.9994175
1305031102.7112629,-0.002866174,0.04340462,0.1639583,-0.02781524,-0.02115582,0.0009398529,0.9993888
1305031102.7432339,-0.006578924,0.04979568,0.1701335,-0.02600345,-0.01917774,0.00110928,0.9994773
1305031102.7754719,-0.0038903,0.0532788,0.1828827,-0.02652849,-0.01869974,-0.0001202597,0.9994732
1305031102.8112321,-0.00223343,0.05973577,0.1946735,-0.0249663,-0.01695042,-0.001138731,0.999544
1305031102.8432901,0.002216205,0.05896844,0.2066369,-0.0272061,-0.01593682,-0.002708312,0.9994991
1305031102.8753631,-0.004001776,0.06352163,0.2143925,-0.02459916,-0.009698012,-0.004266088,0.9996412
1305031102.911185,0.00119524,0.06727446,0.225022,-0.02329472,-0.01208258,-0.004398847,0.9996459
1305031102.943229,-0.01144155,0.06539177,0.2325113,-0.02497927,-0.005378789,-0.007023386,0.9996489
1305031102.975203,-0.01635063,0.06767916,0.236665,-0.02516676,-0.009620344,-0.006472024,0.999616
1305031103.011215,-0.02200322,0.06909694,0.2439142,-0.02595875,-0.01210554,-0.006995172,0.9995652
1305031103.043227,-0.02618187,0.06783111,0.2511582,-0.02939795,-0.01548097,-0.007214547,0.9994218
1305031103.0753191,-0.02017204,0.06955002,0.2635101,-0.02745568,-0.02188834,-0.005264198,0.9993695
1305031103.1112399,-0.02768401,0.07083093,0.2601961,-0.02724944,-0.01573112,-0.006188192,0.9994857
1305031103.1433179,-0.0126359,0.0832526,0.2798145,-0.02190836,-0.02698578,-0.001830939,0.9993941
1305031103.175452,-0.02551728,0.0851853,0.2816097,-0.0213077,-0.01659826,-0.00549924,0.9996201
